Cod DCI,Denumirea Comuna Internationala (DCI),Cod DCI_sec,Denumirea comună internațională (DCI),Cod DC,Cod DC_sec,Denumirea comercială (DC),Cod ATC,coverage_type,Grupa maladiilor pentru compensare,"Cod CIM 
de diagnostic/limitare indicație",Firma producătoare,manufacturer_label,Ţara
414,IBUPROFENUM,,,4143008,,Ibuprofen-BP,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
414,IBUPROFENUM,,,4143008,,Ibuprofen-BP,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
414,IBUPROFENUM,,,4147009,,Ibuprofen-BP,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
858,KETOPROFENUM,958,,8584002,9584002,Ketoprofen-BP,M01AE03,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
858,KETOPROFENUM,958,,8584002,9584002,Ketoprofen-BP,M01AE03,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
8,LISINOPRILUM,,,82016,,Lisinopril-BP,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
8,LISINOPRILUM,,,83025,,Lisinopril-BP,C09AA03,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
39,LOSARTANUM,,,391004,,Losartan-BP,C09CA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
857,MELOXICAMUM,957,,8572004,9572004,Meloxicam-BP,M01AC06,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
405,MELOXICAMUM,,,4052004,,Meloxicam-BP,M01AC06,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
25,METHOTREXATUM,,,251003,,Metotrexat-BP,L01BA01,Full,Pentru tratamentul bolilor de sistem şi autoimune,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
25,METHOTREXATUM,,,252004,,Metotrexat-BP,L01BA01,Full,Pentru tratamentul bolilor de sistem şi autoimune,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
25,METHOTREXATUM,,,253002,,Metotrexat-BP,L01BA01,Full,Pentru tratamentul bolilor de sistem şi autoimune,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
46,METHYLPREDNISOLONUM,,,462003,,Metilprednisolon-BP,H02AB04,Full,Pentru tratamentul bolilor de sistem şi autoimune,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
46,METHYLPREDNISOLONUM,,,463001,,Metilprednisolon-BP,H02AB04,Full,Pentru tratamentul bolilor de sistem şi autoimune,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
894,METHYLPREDNISOLONUM,994,,8941002,9941002,Metilprednisolon-BP,H02AB04,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
894,METHYLPREDNISOLONUM,994,,8942001,9942001,Metilprednisolon-BP,H02AB04,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
406,METHYLPREDNISOLONUM,,,4062003,,Metilprednisolon-BP,H02AB04,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
406,METHYLPREDNISOLONUM,,,4063001,,Metilprednisolon-BP,H02AB04,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
860,METRONIDAZOLUM,960,,8602002,9602002,Metronidazol- BP,J01XD01,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
860,METRONIDAZOLUM,960,,8603001,9603001,Metronidazol- BP,J01XD01,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
839,NIMESULIDUM,939,,8391003,9391003,Nimesulid-BP,M01AX17,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
,PARACETAMOLUM,205,,,2051029,Paracetamol-BP,N02BE01,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
,PARACETAMOLUM,205,,,2052005,Paracetamol-BP,N02BE01,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
407,PARACETAMOLUM,,,4071029,,Paracetamol-BP,N02BE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
407,PARACETAMOLUM,,,4072005,,Paracetamol-BP,N02BE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
845,PIRACETAMUM,945,,8454005,9454005,Piracetam-BP,N06BX03,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
310,PYRIDOSTIGMINI BROMIDUM,,,3101001,,Piridostigmin-BP,N07AA02,Full,Pentru tratamentul miasteniei gravis,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
310,PYRIDOSTIGMINI BROMIDUM,,,3101001,,Piridostigmin-BP,N07AA02,Full,Pentru tratamentul miasteniei gravis,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
16,RAMIPRILUM,,,162004,,Ramipril-BP,C09AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
16,RAMIPRILUM,,,163004,,Ramipril-BP,C09AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
16,RAMIPRILUM,,,163004,,Ramipril-BP,C09AA05,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
12,SPIRONOLACTONUM,,,121009,,Spironolacton-BP,C03DA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
12,SPIRONOLACTONUM,,,122010,,Spironolacton-BP,C03DA01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
869,SPIRONOLACTONUM,,,8691009,,Spironolacton-BP,C03DA01,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
869,SPIRONOLACTONUM,,,8692010,,Spironolacton-BP,C03DA01,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
410,SPIRONOLACTONUM,,,4101009,,Spironolacton-BP,C03DA01,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
410,SPIRONOLACTONUM,,,4102010,,Spironolacton-BP,C03DA01,Full,Pentru tratamentul în Îngrijiri paliative,,"Balkan Pharmaceuticals SRL, SC",Balkan Pharmaceuticals,Republica Moldova
836,NATRII CHLORIDUM,936,,8362007,9362007,Clorură de Sodiu-BP,B05XA03,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC (prod.: Balkan Pharmaceuticals SRL, SC, Republica Moldova)",Balkan Pharmaceuticals,Republica Moldova
836,NATRII CHLORIDUM,936,,8362007,9362007,Clorură de Sodiu-BP,B05XA03,Full,pentru tratamentul episodic,,"Balkan Pharmaceuticals SRL, SC (prod.: Balkan Pharmaceuticals SRL, SC, Republica Moldova)",Balkan Pharmaceuticals,Republica Moldova
72,RIVAROXABANUM,,,721001,,Xarelto®,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Bayer AG, Germania(PROD: Bayer AG, Germania; ,Bayer Bitterfeld GmbH, Germania; ,Bayer HealthCare Manufacturing S.R.L., Italia; )",Bayer,Germania
72,RIVAROXABANUM,,,721001,,Xarelto®,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Bayer AG, Germania(PROD: Bayer AG, Germania; ,Bayer Bitterfeld GmbH, Germania; ,Bayer HealthCare Manufacturing S.R.L., Italia; )",Bayer,Germania
72,RIVAROXABANUM,,,722001,,Xarelto®,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Bayer AG, Germania(PROD: Bayer AG, Germania; ,Bayer Bitterfeld GmbH, Germania; ,Bayer HealthCare Manufacturing S.R.L., Italia; )",Bayer,Germania
72,RIVAROXABANUM,,,723001,,Xarelto®,B01AF01,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Bayer AG, Germania(PROD: Bayer AG, Germania; ,Bayer Bitterfeld GmbH, Germania; ,Bayer HealthCare Manufacturing S.R.L., Italia; )",Bayer,Germania
272,RIVAROXABANUM,,,2721001,,Xarelto®,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"Bayer AG, Germania(PROD: Bayer AG, Germania; ,Bayer Bitterfeld GmbH, Germania; ,Bayer HealthCare Manufacturing S.R.L., Italia; )",Bayer,Germania
272,RIVAROXABANUM,,,2721001,,Xarelto®,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"Bayer AG, Germania(PROD: Bayer AG, Germania; ,Bayer Bitterfeld GmbH, Germania; ,Bayer HealthCare Manufacturing S.R.L., Italia; )",Bayer,Germania
272,RIVAROXABANUM,,,2722001,,Xarelto®,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"Bayer AG, Germania(PROD: Bayer AG, Germania; ,Bayer Bitterfeld GmbH, Germania; ,Bayer HealthCare Manufacturing S.R.L., Italia; )",Bayer,Germania
272,RIVAROXABANUM,,,2723007,,Xarelto®,B01AF01,Full,Pentru tratament şi profilaxie la copii de vîrsta 0-18 ani,,"Bayer AG, Germania(PROD: Bayer AG, Germania; ,Bayer Bitterfeld GmbH, Germania; ,Bayer HealthCare Manufacturing S.R.L., Italia; )",Bayer,Germania
11,ACIDUM ACETYLSALICYLICUM,,,112008,,Aspirin® Cardio,B01AC06,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Bayer S.R.L. (prod.: Bayer Bitterfeld GmbH, Germania; Bayer Pharma AG, Germania)",Bayer,România
650,ACIDUM ACETYLSALICYLICUM,750,,6502008,7502008,Aspirin® Cardio,B01AC06,Full,pentru tratamentul episodic,,"Bayer S.R.L. (prod.: Bayer Bitterfeld GmbH, Germania; Bayer Pharma AG, Germania)",Bayer,România
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8064003,2284003,Augmentin®,J01CR02,Full,pentru tratamentul episodic,,"Beecham Group PLC  (prod.: SmithKline Beecham Ltd, Marea Britanie)",Beecham Group PLC ,Marea Britanie
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8063001,2283001,Augmentin®,J01CR02,Full,pentru tratamentul episodic,,"Beecham Group PLC , Marea Britanie(PROD: Glaxo Wellcome Production, Franţa; ,SmithKline Beecham Pharmaceutcals, Marea Britanie; )",Beecham Group PLC ,Marea Britanie
703,METFORMINUM,,,7031005,,Siofor® 500,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,Berlin-Chemie AG,Berlin-Chemie,Germania
703,METFORMINUM,,,7032006,,Siofor® 850,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,Berlin-Chemie AG,Berlin-Chemie,Germania
,AMBROXOLUM,227,,,2271005,Flavamed®,R05CB06,Full,pentru tratamentul episodic,,Berlin-Chemie AG (Menarini Group),Berlin-Chemie,Germania
,AMBROXOLUM,227,,,2273005,Flavamed® forte,R05CB06,Full,pentru tratamentul episodic,,Berlin-Chemie AG (Menarini Group),Berlin-Chemie,Germania
73,DICLOFENACUM,,,734002,,Dicloberl® 100,M01AB05,Partial,Pentru maladii osteoarticulare,,Berlin-Chemie AG (Menarini Group),Berlin-Chemie,Germania
824,DICLOFENACUM,924,,8244002,9244002,Dicloberl® 100,M02AA15,Full,pentru tratamentul episodic,,Berlin-Chemie AG (Menarini Group),Berlin-Chemie,Germania
403,DICLOFENACUM,,,4034002,,Dicloberl® 100,M02AA15,Full,Pentru tratamentul în Îngrijiri paliative,,Berlin-Chemie AG (Menarini Group),Berlin-Chemie,Germania
43,LEVOTHYROXINUM,,,431002,,L-Thyroxin 50 Berlin-Chemie,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Berlin-Chemie AG (Menarini Group),Berlin-Chemie,Germania
43,LEVOTHYROXINUM,,,432002,,L-Thyroxin 75 Berlin-Chemie,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Berlin-Chemie AG (Menarini Group),Berlin-Chemie,Germania
43,LEVOTHYROXINUM,,,433002,,L-Thyroxin 100 Berlin-Chemie,H03AA01,Partial,Pentru tratamentul bolilor endocrine,,Berlin-Chemie AG (Menarini Group),Berlin-Chemie,Germania
824,DICLOFENACUM,924,,8243006,9243006,Dicloberl® N75,M01AB05,Full,pentru tratamentul episodic,,"Berlin-Chemie AG (Menarini Group) (prod.: A. Menarini Manufacturing Logistics & Services SRL, Italia; Berlin-Chemie AG (Menarini Group), Germania)",Berlin-Chemie,Germania
2,ENALAPRILUM,,,22012,,Berlipril® 5,C09AA02,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Berlin-Chemie AG (Menarini Group) (prod.: Berlin-Chemie AG (Menarini Group), Germania; Menarini-Von Heyden GmbH, Germania)",Berlin-Chemie,Germania
2,ENALAPRILUM,,,23005,,Berlipril® 10,C09AA02,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Berlin-Chemie AG (Menarini Group) (prod.: Berlin-Chemie AG (Menarini Group), Germania; Menarini-Von Heyden GmbH, Germania)",Berlin-Chemie,Germania
2,ENALAPRILUM,,,24002,,Berlipril® 20,C09AA02,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Berlin-Chemie AG (Menarini Group) (prod.: Berlin-Chemie AG (Menarini Group), Germania; Menarini-Von Heyden GmbH, Germania)",Berlin-Chemie,Germania
,AMBROXOLUM,227,,,2272010,Flavamed®,R05CB06,Full,pentru tratamentul episodic,,"Berlin-Chemie AG (Menarini Group) (prod.: Berlin-Chemie AG, Germania; Berlin-Chemie AG (Menarini Group), Germania; Menarini-Von Heyden GmbH, Germania)",Berlin-Chemie,Germania
824,DICLOFENACUM,924,,8244003,9244005,Dicloberl® retard,M01AB05,Full,pentru tratamentul episodic,,"Berlin-Chemie AG (Menarini Group) (prod.: Berlin-Chemie AG, Germania; Menarini-Von Heyden GmbH, Germania; Riemser Specialty Production GmbH, Germania)",Berlin-Chemie,Germania
403,DICLOFENACUM,,,4034003,,Dicloberl® retard,M01AB05,Full,Pentru tratamentul în Îngrijiri paliative,,"Berlin-Chemie AG (Menarini Group) (prod.: Berlin-Chemie AG, Germania; Menarini-Von Heyden GmbH, Germania; Riemser Specialty Production GmbH, Germania)",Berlin-Chemie,Germania
73,DICLOFENACUM,,,734003,,Dicloberl® retard,M01AB05,Partial,Pentru maladii osteoarticulare,,"Berlin-Chemie AG (Menarini Group) (prod.: Berlin-Chemie AG, Germania)",Berlin-Chemie,Germania
,AMBROXOLUM,227,,,2274001,Flavamed®,R05CB06,Full,pentru tratamentul episodic,,"Berlin-Chemie AG (Menarini Group) (prod.: Hermes Arzneimittel GmbH, Germania)",Berlin-Chemie,Germania
,IBUPROFENUM,997,,,9971209,MIG® pentru copii,M01AE01,Full,pentru tratamentul episodic,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Alcala Farma S.L., Spania; ,Berlin-Chemie AG (Menarini Group), Germania; ,Farmasierra Manufacturing, S.L., Spania; )",Berlin-Chemie,Germania
,IBUPROFENUM,997,,,9971405,Mig® forte pentru copii,M01AE01,Full,pentru tratamentul episodic,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Alcala Farma S.L., Spania; ,Berlin-Chemie AG (Menarini Group), Germania; ,Farmasierra Manufacturing, S.L., Spania; )",Berlin-Chemie,Germania
414,IBUPROFENUM,,,4141209,,MIG® pentru copii,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Alcala Farma S.L., Spania; ,Berlin-Chemie AG (Menarini Group), Germania; ,Farmasierra Manufacturing, S.L., Spania; )",Berlin-Chemie,Germania
414,IBUPROFENUM,,,4141405,,Mig® forte pentru copii,M01AE01,Full,Pentru tratamentul în Îngrijiri paliative,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Alcala Farma S.L., Spania; ,Berlin-Chemie AG (Menarini Group), Germania; ,Farmasierra Manufacturing, S.L., Spania; )",Berlin-Chemie,Germania
53,LERCANIDIPINUM,,,531001,,Lerkamen®,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Berlin-Chemie AG (Menarini Group), Germania; )",Berlin-Chemie,Germania
53,LERCANIDIPINUM,,,532001,,Lerkamen®,C08CA13,Partial,Pentru tratamentul maladiilor cardiovasculare,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Berlin-Chemie AG (Menarini Group), Germania; )",Berlin-Chemie,Germania
701,METFORMINUM,,,7011001,,Siofor® XR 500,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Berlin-Chemie AG (Menarini Group), Germania; )",Berlin-Chemie,Germania
701,METFORMINUM,,,7013001,,Siofor® XR 1000,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Berlin-Chemie AG (Menarini Group), Germania; )",Berlin-Chemie,Germania
302,ACIDUM FOLICUM,,,3022004,,Folicil,B03BB01,Full,Pentru profilaxia şi tratamentul anemiilor la femei gravide şi profilaxia malformaţiilor,,"BIAL-Portela & Cª., S.A.",BIAL-Portela & Cª.,Portugalia
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8064004,2284004,Klamoks® BID 1000 mg,J01CR02,Full,pentru tratamentul episodic,,Bilim  Ilac Sanayi Ve Ticaret A.Ș,Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
806,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,8064004,2284004,Klamoks® BID 1000 mg,J01CR02,Full,pentru tratamentul episodic,,Bilim  Ilac Sanayi Ve Ticaret A.Ș,Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,,2281003,Klamoks® BID Fort,J01CR02,Full,pentru tratamentul episodic,,Bilim  Ilac Sanayi Ve Ticaret A.Ș,Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,,2282001,Klamoks® BID,J01CR02,Full,pentru tratamentul episodic,,Bilim  Ilac Sanayi Ve Ticaret A.Ș,Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
859,RABEPRAZOLUM,,,8592002,,Ranezol,A02BC04,Full,pentru tratamentul episodic,,Bilim Ilac Sanayi Ve Ticaret A.Ș.,Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
703,METFORMINUM,,,7032013,,Glifor®,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Bilim Ilac Sanayi Ve Ticaret A.Ș. (prod.: Bilim  Ilac Sanayi Ve Ticaret A.Ș, Turcia)",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
703,METFORMINUM,,,7033006,,Glifor®,A10BA02,Partial,Pentru tratamentul diabetului zaharat,,"Bilim Ilac Sanayi Ve Ticaret A.Ș. (prod.: Bilim  Ilac Sanayi Ve Ticaret A.Ș, Turcia)",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
28,ESCITALOPRAMUM,,,281004,,Losiram,N06AB10,Partial,Pentru tratamentul depresiei,,"Bilim Ilac Sanayi Ve Ticaret A.Ș. (prod.: Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia)",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
653,ESCITALOPRAMUM,753,,6531004,7531004,Losiram,N06AB10,Full,pentru tratamentul episodic,,"Bilim Ilac Sanayi Ve Ticaret A.Ș. (prod.: Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia)",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
384,MOMETASONUM,,,3844002,,Momecon,D07AC13,Full,Pentru tratamentul epidermolizei buloase,,"Bilim Ilac Sanayi Ve Ticaret A.Ș. (prod.: Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia)",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
384,MOMETASONUM,,,3845003,,Momecon,D07AC13,Full,Pentru tratamentul epidermolizei buloase,,"Bilim Ilac Sanayi Ve Ticaret A.Ș. (prod.: Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia)",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
812,CEFTRIAXONUM,912,,8125003,9125003,Forsef®1 g IM,J01DD04,Full,pentru tratamentul episodic,,"Bilim Ilac Sanayi Ve Ticaret A.Ș. (prod.: Idol Ilac Dolum Sanayii ve Ticaret A.Ş, Turcia; İmaretçioğlu İlaç San. Ltd. Şti., Turcia; PharmaVision Sanayi ve Ticaret A.Ş., Turcia; Zentiva Saglik Urunleri San. Ve Tic. A.Ş., Turcia)",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
812,CEFTRIAXONUM,912,,8124001,9124001,Forsef® 1 g IV,J01DD04,Full,pentru tratamentul episodic,,"Bilim Ilac Sanayi Ve Ticaret A.Ș. (prod.: Idol Ilac Dolum Sanayii ve Ticaret A.Ş, Turcia; PharmaVision Sanayi ve Ticaret A.Ş., Turcia)",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
233,MONTELUKASTUM,,,2331002,,Zespira®,R03DC03,Full,Pentru tratamentul astmului bronşic la copii 0-18 ani,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Bilim  Ilac Sanayi Ve Ticaret A.Ș, Turcia; )",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
233,MONTELUKASTUM,,,2332002,,Zespira®,R03DC03,Full,Pentru tratamentul astmului bronşic la copii 0-18 ani,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Bilim  Ilac Sanayi Ve Ticaret A.Ș, Turcia; )",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
233,MONTELUKASTUM,,,2333003,,Zespira®,R03DC03,Full,Pentru tratamentul astmului bronşic la copii 0-18 ani,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Bilim  Ilac Sanayi Ve Ticaret A.Ș, Turcia; )",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
817,CEFUROXIMUM,225,,8173003,2253003,Enfexia®,J01DC02,Full,pentru tratamentul episodic,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia; )",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
817,CEFUROXIMUM,225,,8173003,2253003,Enfexia®,J01DC02,Full,pentru tratamentul episodic,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia; )",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
27,MESALAZINUM,,,276002,,Salmimet,A07EC02,Partial,Pentru tratamentul maladiilor aparatului digestiv,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia; )",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
864,PANTOPRAZOLUM,964,,8642013,9642013,Ulcoreks,A02BC02,Full,pentru tratamentul episodic,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia; )",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
864,PANTOPRAZOLUM,964,,8642013,9642013,Ulcoreks,A02BC02,Full,pentru tratamentul episodic,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia; )",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
871,SALBUTAMOLUM,971,,8713001,9713001,Salpium,R03AC02,Full,pentru tratamentul episodic,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia; )",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
822,DEXKETOPROFENUM,922,,8221005,9221005,Leodex,M01AE17,Full,pentru tratamentul episodic,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Idol Ilac Dolum Sanayii ve Ticaret A.Ș., Turcia; )",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
402,DEXKETOPROFENUM,,,4021005,,Leodex,M01AE17,Full,Pentru tratamentul în Îngrijiri paliative,,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Idol Ilac Dolum Sanayii ve Ticaret A.Ș., Turcia; )",Bilim Ilac Sanayi Ve Ticaret A.Ș.,Turcia
,AMOXICILLINUM+ACIDUM CLAVULANICUM,228,,,2284002,Klamoks® ES,J01CR02,Full,pentru tratamentul episodic,,"Bilim Pharmaceuticals A.Ș. (prod.: Bilim Pharmaceuticals A.Ș., Turcia)",Bilim Pharmaceuticals A.Ș.,Turcia
,ACETYLCYSTEINUM,901,ACETYLCYSTEINUM,,9016001,Asist® Plus,R05CB01,Full,pentru tratamentul episodic,"J40-Bronsita neprecizata ca acuta sau cronica
J189-Pneumonie fara precizare",Bilim Pharmaceuticals AS,Bilim Pharmaceuticals A.Ș.,Turcia
,ACETYLCYSTEINUM,901,ACETYLCYSTEINUM,,9016001,Asist® Plus,R05CB01,Full,pentru tratamentul episodic,"J40-Bronsita neprecizata ca acuta sau cronica
J189-Pneumonie fara precizare",Bilim Pharmaceuticals AS,Bilim Pharmaceuticals A.Ș.,Turcia
,AMBROXOLUM,227,,,2271007,Sekrol® Pediatric,R05CB06,Full,pentru tratamentul episodic,,Bilim Pharmaceuticals AS,Bilim Pharmaceuticals A.Ș.,Turcia
,AMBROXOLUM,227,,,2272016,Sekrol®,R05CB06,Full,pentru tratamentul episodic,,Bilim Pharmaceuticals AS,Bilim Pharmaceuticals A.Ș.,Turcia
