Grupa maladiilor pentru compensare,Cod DCI,Denumirea Comuna Internationala (DCI),Doza în SI MC,Cod DC,Denumirea comercială (DC),Doza,Forma farmaceutică,Divizarea,Ţara,Firma producătoare,Număr de înregistrare,Data înregistrării,Cod ATC,Cod medicament (Catalogul național de prețuri),is_child_rate,coverage_type,Cod DCI_sec,Cod DC_sec
pentru tratamentul episodic,, DIAZEPAMUM ,1-5,,Diazepeks®,5 mg,comp.,N10x2,Letonia,Grindeks SA,24706,03.07.2018,N05BA01,400190060,True,Full,236,2361002
pentru tratamentul episodic,, DIAZEPAMUM ,1-5,,Relium,5 mg,comp. film.,N20,Polonia,"Uzina farmaceutică ""Polfa"" Tarchomin SA",25540,26.04.2019,N05BA01,400190174,True,Full,236,2361003
pentru tratamentul episodic,, DIAZEPAMUM ,1-5,,Sibazon,5 mg,comp.,N10x2,Ucraina,"Zdorovie narodu SRL, ÎF din Harkov, Ucraina(PROD: Zdorovie narodu SRL, ÎF din Harkov, Ucraina; )",25083,29.10.2018,N05BA01,0400190347,True,Full,236,2361005
pentru tratamentul episodic,, DIAZEPAMUM ,2-5,,Diazepam Desitin®,"5 mg/2,5 ml",sol. rect.,N5,Germania,Desitin Arzneimittel GmbH,27137,26.08.2021,N05BA01,400190406,True,Full,236,2363001
pentru tratamentul episodic,, DIAZEPAMUM ,10,,Diazepam Desitin®,"10 mg/2,5 ml",sol. rect.,N5,Germania,Desitin Arzneimittel GmbH,27138,26.08.2021,N05BA01,400190026,True,Full,236,2364001
pentru tratamentul episodic,,IBUPROFENUM ,1-400,,Ibuprofen,400 mg,caps.,N10x2,Republica Moldova,"Eurofarmaco SA, ÎCS",24781,31.07.2018,M01AE01,0900010190,True,Full,997,9971001
pentru tratamentul episodic,,IBUPROFENUM ,60,,Nurofen® pentru copii,60 mg,supozitoare,N10,Marea Britanie,"Reckitt Benckiser Healthcare International Limited (prod.: Famar A.V.E., Grecia)",26642,14.12.2020,M01AE01,900010949,True,Full,997,9971103
pentru tratamentul episodic,,IBUPROFENUM ,60,,Ibuprofen,60 mg,supozitoare,N5x2,Republica Moldova,"Farmaprim SRL, Republica Moldova(PROD: Farmaprim SRL, Republica Moldova; )",28834,2023-01-31 00:00:00,M01AE01,9230102484,True,Full,997,9971104
pentru tratamentul episodic,,IBUPROFENUM ,20,,Algin baby,100 mg/5 ml,susp. orală,100 ml N1,România,"Sanofi Romania SRL (prod.: A.Nattermann & Cie GmbH, Germania; Zentiva k.s., Cehia) ",27454,27.12.2021,M01AE01,0909060039,True,Full,997,9971201
pentru tratamentul episodic,,IBUPROFENUM ,20,,Bufron®,100 mg/5 ml,susp. orală,100 ml N1,Turcia,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",30379,26.08.2024,M01AE01,0900010569,True,Full,997,9971204
pentru tratamentul episodic,,IBUPROFENUM ,20,,Bofen,100 mg/5 ml,susp. orală,100 ml N1,Ucraina,"UCF Borsceagov SAP,CŞP",27669,25.03.2022,M01AE01,0900010352,True,Full,997,9971203
pentru tratamentul episodic,,IBUPROFENUM ,20,,Ibufen,100 mg/5 ml,susp. orală,100 ml N1,Polonia,Medana Pharma SA,29244,25.08.2023,M01AE01,0900010215,True,Full,997,9971206
pentru tratamentul episodic,,IBUPROFENUM ,20,,Ibufen D,100 mg/5 ml,susp. orală,100 ml N1,Polonia,Medana Pharma SA,25538,26.04.2019,M01AE01,0900010721,True,Full,997,9971207
pentru tratamentul episodic,,IBUPROFENUM ,20,,"Nurofen® pentru copii, cu aromă de portocale",100 mg/5 ml,susp. orală,N1,Marea Britanie,"Reckitt Benckiser Healthcare International Ltd (prod.: Reckitt Benckiser Healthcare (UK) Limited, Marea Britanie) ",27717,31.03.2022,M01AE01,0300130289,True,Full,997,9971208
pentru tratamentul episodic,,IBUPROFENUM ,20,,MIG® pentru copii,20 mg/ml,susp. orală,100 ml N1,Germania,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Alcala Farma S.L., Spania; ,Berlin-Chemie AG (Menarini Group), Germania; ,Farmasierra Manufacturing, S.L., Spania; )",25045,29.10.2018,M01AE01,900010639,True,Full,997,9971209
pentru tratamentul episodic,,IBUPROFENUM ,20,,Syafen®,100 mg/5 ml,suspensie orală,120 ml N1,Bulgaria,"Sopharma AD, Bulgaria(PROD: Sopharma AD, Bulgaria; )",29220,19.07.2023,M01AE01,900011234,True,Full,997,9971211
pentru tratamentul episodic,,IBUPROFENUM ,20,,Flamibu KID,100 mg/5 ml,suspensie orală,100 ml N1,India,"Nabros Pharma Pvt.Ltd., India(PROD: Nabros Pharma Pvt.Ltd., India; )",29370,31.10.2023,M01AE01,9231102993,True,Full,997,9971214
pentru tratamentul episodic,,IBUPROFENUM ,40,,Ibufen® Forte cu aromă de căpșuni,200 mg/5 ml,susp. orală,100 ml N1,Polonia,"Pharmaceutical Works Polpharma S.A. (prod.: Medana Pharma SA, Polonia) ",26383,22.07.2020,M01AE01,0900010857,True,Full,997,9971402
pentru tratamentul episodic,,IBUPROFENUM ,40,,Ibufen® Forte cu aromă de zmeură,200 mg/5 ml,susp. orală,100 ml N1,Polonia,"Pharmaceutical Works Polpharma S.A. (prod.: Medana Pharma SA, Polonia) ",26491,10.09.2020,M01AE01,0900010868,True,Full,997,9971403
pentru tratamentul episodic,,IBUPROFENUM ,40,,Nurofen® Junior cu aromă de portocale,200 mg/5 ml,susp. orală,100 ml N1,Marea Britanie,"Reckitt Benckiser Healthcare International Ltd (prod.: Reckitt Benckiser Healthcare (UK) Limited, Marea Britanie) ",26647,14.12.2020,M01AE01,0900010938,True,Full,997,9971404
pentru tratamentul episodic,,IBUPROFENUM ,40,,Mig® forte pentru copii,40 mg/ml,susp. orală,100 ml N1,Germania,"Berlin-Chemie AG (Menarini Group), Germania(PROD: Alcala Farma S.L., Spania; ,Berlin-Chemie AG (Menarini Group), Germania; ,Farmasierra Manufacturing, S.L., Spania; )",26011,27.12.2019,M01AE01,900010798,True,Full,997,9971405
pentru tratamentul episodic,,IBUPROFENUM ,40,,Flamibu cu aromă de căpșuni,200 mg/5 ml,susp. orală,100 ml N1,India,"Nabros Pharma Pvt.Ltd., India(PROD: Nabros Pharma Pvt.Ltd., India; )",29299,02.10.2023,M01AE01,9231002971,True,Full,997,9971406
pentru tratamentul episodic,,IBUPROFENUM ,40,,Flamibu cu aromă de portocale,200 mg/5 ml,susp. orală,100 ml N1,India,"Nabros Pharma Pvt.Ltd., India(PROD: Nabros Pharma Pvt.Ltd., India; )",29300,02.10.2023,M01AE01,9231002972,True,Full,997,9971407
pentru tratamentul episodic,,IBUPROFENUM ,2-400,,Nurofen Express Forte,400 mg,caps. moi,N10,Marea Britanie,"Reckitt Benckiser Healthcare International Ltd (prod.: Reckitt Benckiser Healthcare International Ltd., Marea Britanie) ",27332,29.11.2021,M01AE01,0900010972,True,Full,997,9972003
pentru tratamentul episodic,,IBUPROFENUM ,2-400,,Brufen® Rapid,400 mg,caps. moi,N10,Germania,"Abbott Laboratories GmbH, Germania(PROD: Geltec Private Limited, India; )",26420,11.08.2020,M01AE01,9200800658,True,Full,997,9972004
pentru tratamentul episodic,,IBUPROFENUM ,2-400,,Panafen Forte 400 mg capsule moi,400 mg,caps. moi,N8x2,România,"Biofarm S.A., România(PROD: Biofarm S.A., România; )",29652,01.07.2024,M01AE01,9240703288,True,Full,997,9972005
pentru tratamentul episodic,,IBUPROFENUM ,2-400,,Eurofast,400 mg,capsule moi,N10,India,"Euro Lifecare Ltd., India(PROD: Marksans Pharma Ltd., India; )",30778,25.07.2025,M01AE01,9250803836,True,Full,997,9972006
pentru tratamentul episodic,,IBUPROFENUM ,2-400,,Eurofast,400 mg,capsule moi,N10x2,India,"Euro Lifecare Ltd., India(PROD: Marksans Pharma Ltd., India; )",30778,25.07.2025,M01AE01,9250803837,True,Full,997,9972006
pentru tratamentul episodic,,IBUPROFENUM ,2-400,,Nurofen Express Forte,400 mg,caps. moi,N10x2,România,"Reckitt Benckiser Romania SRL, România(PROD: RB NL Brands B.V., Olanda; )",27332,29.11.2021,M01AE01,9240703277,True,Full,997,9972004
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Bruss ,400 mg,comp. film.,N10x10,India,"Swiss Parenterals Ltd., India(PROD: Swiss Parenterals Ltd., India; )",26865,01.06.2021,M01AE01,0900010846,True,Full,997,9973001
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Ibalgin® Forte,400 mg,comp. film.,N12,România,Sanofi Romania SRL,27459,27.12.2021,M01AE01,909060062,True,Full,997,9973002
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Ibuprofen Grindex,400 mg,comp. film.,N10,Letonia,Grindeks SA,29542,01.03.2024,M01AE01,9240303179,True,Full,997,9973004
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Ibuprofen Grindex,400 mg,comp. film.,N10x2,Letonia,Grindeks SA,29542,01.03.2024,M01AE01,9240303177,True,Full,997,9973004
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Sammit® Max,400 mg,comp. film.,N10x2,Cipru,"Medochemie Ltd (prod.: Medochemie Ltd- Factory AZ, Cipru) ",27742,06.05.2022,M01AE01,0900011164,True,Full,997,9973007
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Ibuprofen-BP,400 mg,comp. film.,N10x2,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",29425,30.11.2023,M01AE01,0909060143,True,Full,997,9973008
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Ibuprofen-BP,400 mg,comp. film.,N10,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",29425,30.11.2023,M01AE01,0909060132,True,Full,997,9973008
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Ibuprofen,400 mg,comp. film.,N10x10,Germania,"Troge Medical GmbH, Germania(PROD: S Kant Healthcare Ltd., India; )",25742,03.09.2019,M01AE01,9190900160,True,Full,997,9973009
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Ibuprofen,400 mg,comp. film.,N10,Germania,"Troge Medical GmbH, Germania(PROD: S Kant Healthcare Ltd., India; )",25742,03.09.2019,M01AE01,9190900161,True,Full,997,9973009
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Ibuprofen MAX,400 mg,comp. film.,N10,Republica Belarus,"UPM din Borisov SAD, Republica Belarus(PROD: UPM din Borisov SAD, Republica Belarus; )",27521,28.02.2022,M01AE01,9220301555,True,Full,997,9973010
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Inflanor,400 mg,comp. film.,N10,Cehia,"Zentiva k.s., Cehia(PROD: S.C. Zentiva S.A., România; ,Zentiva k.s., Cehia; )",28149,2022-08-25 00:00:00,M01AE01,9220802024,True,Full,997,9973011
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Nurofen® Ultra 400 mg,400 mg,comprimate filmate,N12,România,"Reckitt Benckiser (România) SRL, România(PROD: RB NL Brands B.V., Olanda; )",29607,03.05.2024,M01AE01,9240503238,True,Full,997,9973012
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Ibuprofen Aktiv,400 mg,comp. film.,N10x3,Republica Macedonia de Nord,"Replek Farm Ltd. Skopje, Republica Macedonia de Nord(PROD: Replek Farm Ltd. Skopje, Republica Macedonia de Nord; )",25805,03.09.2019,M01AE01,0900010732,True,Full,997,9973013
pentru tratamentul episodic,,IBUPROFENUM ,3-400,,Nurofast,400 mg,comp. film.,N10x2,Rusia,"Binofarm SA, Rusia(PROD: Alium SA, Rusia; )",30561,26.12.2024,M01AE01,9241203600,True,Full,997,9973014
pentru tratamentul episodic,,IBUPROFENUM ,4-400,,Nurofen® Forte,400 mg,drajeuri,N12x2,Marea Britanie,Reckitt Benckiser Healthcare International Ltd,24618,18.05.2018,M01AE01,9231203086,True,Full,997,9974001
pentru tratamentul episodic,,IBUPROFENUM ,4-400,,Nurofen® Forte,400 mg,drajeuri,N12,Marea Britanie,Reckitt Benckiser Healthcare International Ltd,24618,18.05.2018,M01AE01,0900010226,True,Full,997,9974001
pentru tratamentul episodic,,IBUPROFENUM ,1-200,,Ibufen® Junior,200 mg,caps. moi,N10x2,Polonia,"Pharmaceutical Works POLPHARMA S.A. Medana Branch in Sieradz, Polonia",27723,06.05.2022,M01AE01,900010466,True,Full,997,9976001
pentru tratamentul episodic,,IBUPROFENUM ,1-200,,Ibufen® Junior,200 mg,caps. moi,N10,Polonia,"Pharmaceutical Works POLPHARMA S.A. Medana Branch in Sieradz, Polonia",27723,06.05.2022,M01AE01,900010477,True,Full,997,9976001
pentru tratamentul episodic,,IBUPROFENUM ,1-200,,Panafen 200 mg capsule moi,200 mg,caps. moi,N10,România,"Biofarm S.A., România(PROD: Biofarm S.A., România; )",29651,01.07.2024,M01AE01,9240703292,True,Full,997,9976006
pentru tratamentul episodic,,IBUPROFENUM ,1-200,,Nurofen® Express,200 mg,caps. moi,N20,România,"Reckitt Benckiser Romania SRL, România(PROD: RB NL Brands B.V., Olanda; )",28787,29.12.2022,M01AE01,9240703274,True,Full,997,9976003
pentru tratamentul episodic,,IBUPROFENUM ,1-200,,Nurofen Express,200 mg,caps. moi,N10,Marea Britanie,"Reckitt Benckiser Healthcare International Ltd (prod.: Banner Pharmacaps Europe B.V., Olanda; Reckitt Benckiser Healthcare International Ltd., Marea Britanie) ",28787,29.12.2022,M01AE01,900010547,True,Full,997,9976003
pentru tratamentul episodic,,IBUPROFENUM ,1-200,,Brufen® Rapid,200 mg,caps. moi,N10,Germania,"Abbott Laboratories GmbH, Germania(PROD: Geltec Private Limited, India; )",26419,11.08.2020,M01AE01,9200800659,True,Full,997,9976004
pentru tratamentul episodic,,IBUPROFENUM ,1-200,,Eurofast,200 mg,capsule moi,N10,India,"Euro Lifecare Ltd., India(PROD: Marksans Pharma Ltd., India; )",30779,25.07.2025,M01AE01,9250803839,True,Full,997,9976007
pentru tratamentul episodic,,IBUPROFENUM ,1-200,,Eurofast,200 mg,capsule moi,N10x2,India,"Euro Lifecare Ltd., India(PROD: Marksans Pharma Ltd., India; )",30779,25.07.2025,M01AE01,9250803838,True,Full,997,9976007
pentru tratamentul episodic,,IBUPROFENUM ,2-200,,Ibuprofen,200 mg,comp. film.,N10x5,Belarus,UPM din Borisov SAD,25556,21.06.2019,M01AE01,0900010204,True,Full,997,9977004
pentru tratamentul episodic,,IBUPROFENUM ,2-200,,Ibuprofen,200 mg,comp. film.,N10x5,Ucraina,"Centrul Ştiinţific de Producere ""Uzina Chimico-Farmaceutică Borsceagov"" SAP, Ucraina(PROD: Centrul Ştiinţific de Producere ""Uzina Chimico-Farmaceutică Borsceagov"" SAP, Ucraina; )",25655,04.07.2019,M01AE01,900010259,True,Full,997,9977005
pentru tratamentul episodic,,IBUPROFENUM ,2-200,,Ibuprofen Aktiv,200 mg,comp. film.,N10x3,Republica Macedonia de Nord,"Replek Farm Ltd. Skopje, Republica Macedonia de Nord(PROD: Replek Farm Ltd. Skopje, Republica Macedonia de Nord; )",25806,03.09.2019,M01AE01,0900010743,True,Full,997,9977012
pentru tratamentul episodic,,IBUPROFENUM ,3-200,,Nurofen,200 mg,drajeuri,N12x2,Marea Britanie,Reckitt Benckiser Healthcare International Ltd,27682,25.03.2022,M01AE01,9231203085,True,Full,997,9977007
pentru tratamentul episodic,,IBUPROFENUM ,3-200,,Nurofen,200 mg,drajeuri,N12,Marea Britanie,Reckitt Benckiser Healthcare International Ltd,27682,25.03.2022,M01AE01,0900010167,True,Full,997,9977007
pentru tratamentul episodic,,IBUPROFENUM ,2-200,,Nurofast,200 mg,comp. film.,N10x2,Rusia,"Binofarm SA, Rusia(PROD: Alium SA, Rusia; )",30560,26.12.2024,M01AE01,9241203599,True,Full,997,9977011
pentru tratamentul episodic,,IBUPROFENUM ,2-200,,Mac-Profen,200 mg,comp. film.,N10x3,Macedonia,Replek Farm Ltd.,25806,03.09.2019,M01AE01,0900010743,True,Full,997,9977008
pentru tratamentul episodic,,IBUPROFENUM ,2-200,,Ibuprofen-BP,200 mg,comp. film.,N10,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",29424,30.11.2023,M01AE01,0909060110,True,Full,997,9977009
pentru tratamentul episodic,,IBUPROFENUM ,1-200,,Ibuprofen-BP,200 mg,comp. film.,N10x2,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",29424,30.11.2023,M01AE01,0909060121,True,Full,997,9977010
,,,,,,,,,,,,,,,True,Full,,
,,,,,, ,,,,,,,,,True,Full,,
,,,,,,,,,,,,,,,True,Full,,
,,,,,,,,,,,,,,,True,Full,,
,,,,   ,,,,,,,,,,,True,Full,,
Pentru tratamentul în Îngrijiri paliative,400,ACIDUM ACETYLSALICYLICUM,150,4004004,Sanocard,150 mg,comp. gastrorez.,N10x3,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",27786,06.05.2022,B01AC06,9220501772,False,Full,,
Pentru tratamentul în Îngrijiri paliative,400,ACIDUM ACETYLSALICYLICUM,150,4004004,Sanocard,150 mg,comp. gastrorez.,N20x3,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",27786,06.05.2022,B01AC06,9220501771,False,Full,,
Pentru tratamentul în Îngrijiri paliative,400,ACIDUM ACETYLSALICYLICUM,150,4004002,Cardiomagnyl,150 mg,comp. film.,N100,Elveţia,"Acino Pharma AG, Elveţia(PROD: Takeda GmbH, Germania; ,Takeda Pharma A/S, Danemarca; ,Takeda Pharma Sp. z o.o., Polonia; )",27483,26.01.2022,B01AC06,0307260044,False,Full,,
Pentru tratamentul în Îngrijiri paliative,401,DEXAMETHASONUM,4,4012009,Dexamethasone - Agio,4 mg/ml,sol. inj.,1 ml N5x5,India,"Agio Pharmaceuticals Ltd, India(PROD: Agio Pharmaceuticals Ltd, India; )",26184,13.05.2020,H02AB02,9200500489,False,Full,,
Pentru tratamentul în Îngrijiri paliative,401,DEXAMETHASONUM,4,4012003,Dexamethason,4 mg/ml,sol. inj.,1 ml N5x5,Slovenia,"KRKA d.d., Novo mesto",27487,2022-01-26 00:00:00,H02AB02,400110084,False,Full,,
Pentru tratamentul în Îngrijiri paliative,401,DEXAMETHASONUM,1-4,4012005,Dexametazon-BP,4 mg/ml,sol. inj.,2 ml N10,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",26948,05.07.2021,H02AB02,9210701176,False,Full,,
Pentru tratamentul în Îngrijiri paliative,401,DEXAMETHASONUM,1-4,4012010,Dexametazonă,4 mg/ml,sol. inj.,2 ml N10,Ucraina,"Uzina experimentală GNŢLS SRL, Ucraina(PROD: Compania farmaceutică ""Zdorovie"" SRL, Ucraina; ,Uzina experimentală GNŢLS SRL, Ucraina; )",27469,26.01.2022,H02AB02,9220701915,False,Full,,
Pentru tratamentul în Îngrijiri paliative,401,DEXAMETHASONUM,1-4,4012004,Dexamed®,8 mg/2 ml,sol. Inj.,2 ml N5x2,Cipru,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",24913,13.09.2018,H02AB02,0400110095,False,Full,,
Pentru tratamentul în Îngrijiri paliative,401,DEXAMETHASONUM,1-4,4012011,Dexamethasone - Agio,4 mg/ml,sol. inj.,2 ml N5x5,India,"Agio Pharmaceuticals Ltd, India(PROD: Agio Pharmaceuticals Ltd, India; )",26184,13.05.2020,H02AB02,9210601086,False,Full,,
Pentru tratamentul în Îngrijiri paliative,401,DEXAMETHASONUM,4,4012006,Dexametazon-BP,4 mg/ml,sol. inj.,1 ml N10,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",26948,05.07.2021,H02AB02,9210701175,False,Full,,
Pentru tratamentul în Îngrijiri paliative,401,DEXAMETHASONUM,4,4012001,Dexametazonă fosfat,4 mg/ml,sol. inj.,1 ml  N5x2,Ucraina,Farmak SAP,25315,07.02.2019,H02AB02,400110430.99999994,False,Full,,
Pentru tratamentul în Îngrijiri paliative,402,DEXKETOPROFENUM,1-25,4021007,Sertofen,50 mg/2 ml,soluţie injectabilă/conc. sol. perfuzabilă,2 ml N5,Turcia,"World Medicine Ilac San.ve Tic. A.Ș., Turcia(PROD: PharmaVision Sanayi ve Ticaret A.Ş., Turcia; )",28008,04.08.2022,M01AE17,400120317,False,Full,,
Pentru tratamentul în Îngrijiri paliative,402,DEXKETOPROFENUM,1-25,4021005,Leodex,50 mg/2 ml,sol. inj.,2 ml N6,Turcia,"Bilim Ilac Sanayi Ve Ticaret A.Ș., Turcia(PROD: Idol Ilac Dolum Sanayii ve Ticaret A.Ș., Turcia; )",26766,12.03.2021,M01AE17,400120225,False,Full,,
Pentru tratamentul în Îngrijiri paliative,402,DEXKETOPROFENUM,1-25,4021012,Ketavel ,50 mg/2 ml,sol. inj./perfuzabilă,N6,Turcia,"Deva Holding A S, Turcia(PROD: Deva Holding A.S., Turcia; )",26045,06.03.2020,M01AE17,9200400365,False,Full,,
Pentru tratamentul în Îngrijiri paliative,402,DEXKETOPROFENUM,1-25,4021004,Dexinal®,50 mg/2 ml,sol. inj.,2 ml N6,Turcia,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti (prod.: Idol Ilac Dolum Sanayii ve Ticaret A.Ş, Turcia) ",25830,09.10.2019,M01AE17,400120133,False,Full,,
Pentru tratamentul în Îngrijiri paliative,402,DEXKETOPROFENUM,1-25,4021003,Dexarom,50 mg/2 ml,sol. inj. / perf.,2 ml N10,România,"Rompharm Company SRL, SC",26101,09.04.2020,M01AE17,400120199,False,Full,,
Pentru tratamentul în Îngrijiri paliative,402,DEXKETOPROFENUM,1-25,4021003,Dexarom,50 mg/2 ml,sol. inj. / perf.,2 ml N5,România,"Rompharm Company SRL, SC",26101,09.04.2020,M01AE17,400120203,False,Full,,
Pentru tratamentul în Îngrijiri paliative,402,DEXKETOPROFENUM,1-25,4021001,Dexalgin® inject,25 mg/ml,sol. inj./perf.,2 ml N5,Luxemburg,"Menarini International Operations Luxembourg SA (prod.: A. Menarini Manufacturing Logistics&Services SRL, Italia) ",25975,05.12.2019,M01AE17,400120030,False,Full,,
Pentru tratamentul în Îngrijiri paliative,402,DEXKETOPROFENUM,1-25,4021013,Dekenor®,50 mg/2 ml,sol. inj./perfuzabilă,N5,Slovenia,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; )",26650,14.12.2020,M01AE17,9201200833,False,Full,,
Pentru tratamentul în Îngrijiri paliative,402,DEXKETOPROFENUM,1-25,4021009,Algodex,25 mg/ml,sol. inj. / conc./sol. perf.,2 ml N5,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",24536,18.05.2018,M01AE17,0400120410,False,Full,,
Pentru tratamentul în Îngrijiri paliative,402,DEXKETOPROFENUM,1-25,4021014,Keywer,25 mg/ml,sol. inj.,2 ml N10,Ucraina,"Farmak SA, Ucraina(PROD: Farmak SA, Ucraina; )",27496,26.01.2022,M01AE17,0400120270,False,Full,,
Pentru tratamentul în Îngrijiri paliative,402,DEXKETOPROFENUM,1-25,4021009,Algodex,25 mg/ml,sol. inj. / conc./sol. perf.,2 ml N10,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",24536,18.05.2018,M01AE17,0400120421,False,Full,,
Pentru tratamentul în Îngrijiri paliative,402,DEXKETOPROFENUM,1-25,4021010,Auxilen®,25 mg/ml,sol. inj. / conc./sol. perf.,2 ml N5,Letonia,"Kalceks SA (prod.: HBM Pharma s.r.o., Slovacia; Kalceks SA, Letonia) ",29228,25.08.2023,M01AE17,0400120432,False,Full,,
Pentru tratamentul în Îngrijiri paliative,403,DICLOFENACUM,1-75,4033001,Naklofen duo,75 mg,capsule,N10x2,Slovenia,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; )",28170,08.09.2022,M01AB05,400200422,False,Full,,
Pentru tratamentul în Îngrijiri paliative,403,DICLOFENACUM,4-50,4032008,Diclofenac,50 mg,sup.,N5x2,Republica Moldova,Farmaprim SRL,25926,05.11.2019,M01AB05,9230602765,False,Full,,
Pentru tratamentul în Îngrijiri paliative,403,DICLOFENACUM,4-50,4032009,Diclosafe,50 mg,sup.,N5x2,India,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",30590,03.02.2025,M01AB05,0400320782,False,Full,,
Pentru tratamentul în Îngrijiri paliative,403,DICLOFENACUM,1-50,4031005,Diclofenac,50 mg,comprimate gastrorezistente,N10x2,Serbia,"Hemofarm AD, Serbia(PROD: Hemofarm AD, Serbia; )",29473,25.01.2024,M01AB05,0400320508,False,Full,,
Pentru tratamentul în Îngrijiri paliative,403,DICLOFENACUM,1-100,4034004,Diclofenac,100 mg,comp. film. elib. prel.,N10x2,Serbia,"Hemofarm AD (prod.: Hemofarm AD, Serbia; Hemofarm LLC, Rusia) ",28827,31.01.2023,M01AB05,400320483,False,Full,,
Pentru tratamentul în Îngrijiri paliative,403,DICLOFENACUM,2-100,4034006,Diclofenac,100 mg,sup.,N5x2,Republica Moldova,Farmaprim SRL,25927,05.11.2019,M01AB05,0400200156,False,Full,,
Pentru tratamentul în Îngrijiri paliative,403,DICLOFENACUM,1-100,4034003,Dicloberl® retard,100 mg,caps. elib. prel.,N10x2,Germania,"Berlin-Chemie AG (Menarini Group) (prod.: Berlin-Chemie AG, Germania; Menarini-Von Heyden GmbH, Germania; Riemser Specialty Production GmbH, Germania) ",27568,28.02.2022,M01AB05,0400320416,False,Full,,
Pentru tratamentul în Îngrijiri paliative,403,DICLOFENACUM,2-100,4034002,Dicloberl® 100,100 mg,sup.,N10,Germania,Berlin-Chemie AG (Menarini Group),25036,29.10.2018,M02AA15,0400320586,False,Full,,
Pentru tratamentul în Îngrijiri paliative,403,DICLOFENACUM,2-100,4034007,Diclosafe,100 mg,sup.,N5x2,India,"Kusum Healthcare Pvt.Ltd, India(PROD: Kusum Healthcare Pvt.Ltd, India; )",30589,03.02.2025,M01AB05,0400320759,False,Full,,
Pentru tratamentul în Îngrijiri paliative,403,DICLOFENACUM,2-100,4034001,Clafen® 100 mg,100 mg,sup.,N3x2,România,"Antibiotice SA, SC",24815,31.07.2018,M01AB05,400200765.00000006,False,Full,,
